         1 1  1.000000000000E+00  3.769824816944E-04 -5.601494508864E-06  0.000000000000E+00  6.922772669702E-05  1.110080838884E-05  1.000000000000E+00 1 1  9.382723100000E-01  4.501606080045E+02  0.000000000000E+00
         2 1  1.000000000000E+00  6.186868973985E-04 -3.601828494606E-05  0.000000000000E+00  1.147686234301E-04  1.486319291523E-05  1.000000000000E+00 1 1  9.382723100000E-01  4.501766455484E+02  0.000000000000E+00
