1   0.0
101 0.0
200 1.0
201 0.999506560366
202 0.998026728428
203 0.995561964603
204 0.992114701314
205 0.987688340595
206 0.982287250729
207 0.975916761939
208 0.968583161129
209 0.960293685677
210 0.951056516295
211 0.940880768954
212 0.929776485888
213 0.917754625684
214 0.904827052466
215 0.891006524188
216 0.876306680044
217 0.860742027004
218 0.844327925502
219 0.827080574275
220 0.809016994375
221 0.790155012376
222 0.770513242776
223 0.75011106963
224 0.728968627421
225 0.707106781187
226 0.684547105929
227 0.661311865324
228 0.637423989749
229 0.612907053653
230 0.587785252292
231 0.562083377852
232 0.535826794979
233 0.50904141575
234 0.481753674102
235 0.45399049974
236 0.425779291565
237 0.397147890635
238 0.368124552685
239 0.338737920245
240 0.309016994375
241 0.278991106039
242 0.248689887165
243 0.218143241397
244 0.187381314586
245 0.15643446504
246 0.125333233564
247 0.0941083133185
248 0.0627905195293
249 0.0314107590781
250 0.0
